SaleId,SaleDate,StoreId,ProductId,Units,RevenueUSD
2321324,2026-01-02,S-MIL-01,P-ICE-005,13,65.0
2161193,2026-01-02,S-MIL-01,P-ICE-006,8,144.0
8973915,2026-01-03,S-PAR-01,P-ICE-001,27,135.0
8099076,2026-01-03,S-PAR-01,P-ICE-003,23,115.0
6229731,2026-01-03,S-BER-01,P-ICE-001,28,140.0
7264956,2026-01-03,S-BER-01,P-ICE-002,22,132.0
3030113,2026-01-03,S-BER-01,P-ICE-004,17,102.0
1352896,2026-01-03,S-BER-01,P-ICE-006,7,126.0
4694634,2026-01-03,S-BER-01,P-ICE-007,30,105.0
1987737,2026-01-03,S-AMS-01,P-ICE-001,26,130.0
6543670,2026-01-03,S-AMS-01,P-ICE-003,20,100.0
9143903,2026-01-03,S-AMS-01,P-ICE-005,12,60.0
8930103,2026-01-03,S-AMS-01,P-ICE-007,26,91.0
7829332,2026-01-03,S-AMS-01,P-ICE-008,25,87.5
8231838,2026-01-03,S-BRU-01,P-ICE-001,18,90.0
1908841,2026-01-03,S-BRU-01,P-ICE-002,16,96.0
2651177,2026-01-03,S-BRU-01,P-ICE-004,16,96.0
2833230,2026-01-03,S-BRU-01,P-ICE-005,13,65.0
8526486,2026-01-03,S-BRU-01,P-ICE-008,20,70.0
8761611,2026-01-03,S-MIL-01,P-ICE-001,25,125.0
8434500,2026-01-03,S-MIL-01,P-ICE-003,24,120.0
2642635,2026-01-03,S-MIL-01,P-ICE-005,19,95.0
1247595,2026-01-03,S-MIL-01,P-ICE-006,12,216.0
9147706,2026-01-04,S-PAR-01,P-ICE-002,21,126.0
1983738,2026-01-04,S-PAR-01,P-ICE-003,26,130.0
7550190,2026-01-04,S-PAR-01,P-ICE-006,9,162.0
8633773,2026-01-04,S-PAR-01,P-ICE-007,44,154.0
9164991,2026-01-04,S-BER-01,P-ICE-001,29,145.0
1981186,2026-01-04,S-BER-01,P-ICE-002,19,114.0
6261415,2026-01-04,S-BER-01,P-ICE-004,17,102.0
9436429,2026-01-04,S-BER-01,P-ICE-006,9,162.0
9519948,2026-01-04,S-AMS-01,P-ICE-001,20,100.0
2140194,2026-01-04,S-AMS-01,P-ICE-003,15,75.0
3011363,2026-01-04,S-AMS-01,P-ICE-005,12,60.0
1666754,2026-01-04,S-AMS-01,P-ICE-008,27,94.5
9770838,2026-01-04,S-BRU-01,P-ICE-001,21,105.0
6271130,2026-01-04,S-BRU-01,P-ICE-002,15,90.0
6033115,2026-01-04,S-BRU-01,P-ICE-004,13,78.0
2217071,2026-01-04,S-BRU-01,P-ICE-005,14,70.0
2677407,2026-01-04,S-BRU-01,P-ICE-008,24,84.0
5449324,2026-01-04,S-MIL-01,P-ICE-001,26,130.0
2154126,2026-01-04,S-MIL-01,P-ICE-003,19,95.0
6075395,2026-01-04,S-MIL-01,P-ICE-006,9,162.0
9874152,2026-01-04,S-MIL-01,P-ICE-008,37,129.5
6022741,2026-01-05,S-PAR-01,P-ICE-001,28,140.0
5437001,2026-01-05,S-PAR-01,P-ICE-003,20,100.0
3607983,2026-01-05,S-PAR-01,P-ICE-006,7,126.0
6752576,2026-01-05,S-PAR-01,P-ICE-007,33,115.5
5428914,2026-01-05,S-BER-01,P-ICE-001,22,110.0
1852264,2026-01-05,S-BER-01,P-ICE-002,15,90.0
5641923,2026-01-05,S-BER-01,P-ICE-004,13,78.0
3194789,2026-01-05,S-BER-01,P-ICE-006,7,126.0
8412769,2026-01-05,S-BER-01,P-ICE-007,24,84.0
1162230,2026-01-05,S-AMS-01,P-ICE-001,19,95.0
3500715,2026-01-05,S-AMS-01,P-ICE-003,16,80.0
3484601,2026-01-05,S-AMS-01,P-ICE-005,12,60.0
7117837,2026-01-05,S-AMS-01,P-ICE-007,20,70.0
7003042,2026-01-05,S-BRU-01,P-ICE-001,20,100.0
2724590,2026-01-05,S-BRU-01,P-ICE-002,12,72.0
7817881,2026-01-05,S-BRU-01,P-ICE-004,11,66.0
4971793,2026-01-05,S-BRU-01,P-ICE-008,22,77.0
1415846,2026-01-05,S-MIL-01,P-ICE-005,15,75.0
7907400,2026-01-05,S-MIL-01,P-ICE-006,9,162.0
5163555,2026-01-05,S-MIL-01,P-ICE-008,28,98.0
2813543,2026-01-06,S-PAR-01,P-ICE-001,28,140.0
8896868,2026-01-06,S-PAR-01,P-ICE-002,16,96.0
8722606,2026-01-06,S-PAR-01,P-ICE-003,20,100.0
4818418,2026-01-06,S-PAR-01,P-ICE-006,10,180.0
7685149,2026-01-06,S-PAR-01,P-ICE-007,33,115.5
5682940,2026-01-06,S-BER-01,P-ICE-001,24,120.0
9996207,2026-01-06,S-BER-01,P-ICE-002,17,102.0
5382463,2026-01-06,S-BER-01,P-ICE-004,11,66.0
5453786,2026-01-06,S-BER-01,P-ICE-006,9,162.0
6799667,2026-01-06,S-BER-01,P-ICE-007,28,98.0
9580255,2026-01-06,S-AMS-01,P-ICE-001,18,90.0
4188992,2026-01-06,S-AMS-01,P-ICE-003,16,80.0
1028374,2026-01-06,S-AMS-01,P-ICE-005,12,60.0
4305700,2026-01-06,S-AMS-01,P-ICE-007,27,94.5
6539837,2026-01-06,S-AMS-01,P-ICE-008,17,59.5
3090865,2026-01-06,S-BRU-01,P-ICE-001,18,90.0
6188935,2026-01-06,S-BRU-01,P-ICE-002,12,72.0
5960271,2026-01-06,S-BRU-01,P-ICE-004,10,60.0
7361002,2026-01-06,S-BRU-01,P-ICE-005,8,40.0
6049101,2026-01-06,S-BRU-01,P-ICE-008,21,73.5
6098175,2026-01-06,S-MIL-01,P-ICE-001,26,130.0
6406444,2026-01-06,S-MIL-01,P-ICE-003,16,80.0
4585314,2026-01-06,S-MIL-01,P-ICE-005,13,65.0
3846949,2026-01-06,S-MIL-01,P-ICE-006,9,162.0
6623525,2026-01-06,S-MIL-01,P-ICE-008,23,80.5
4940441,2026-01-07,S-PAR-01,P-ICE-001,30,150.0
4340845,2026-01-07,S-PAR-01,P-ICE-002,17,102.0
8971465,2026-01-07,S-PAR-01,P-ICE-003,14,70.0
8640615,2026-01-07,S-PAR-01,P-ICE-006,10,180.0
4262081,2026-01-07,S-PAR-01,P-ICE-007,33,115.5
7705062,2026-01-07,S-BER-01,P-ICE-001,20,100.0
1093026,2026-01-07,S-BER-01,P-ICE-002,18,108.0
9689889,2026-01-07,S-AMS-01,P-ICE-001,17,85.0
3036059,2026-01-07,S-AMS-01,P-ICE-003,14,70.0
9910914,2026-01-07,S-AMS-01,P-ICE-005,12,60.0
8425149,2026-01-07,S-AMS-01,P-ICE-008,24,84.0
9468772,2026-01-07,S-BRU-01,P-ICE-001,19,95.0
8481188,2026-01-07,S-BRU-01,P-ICE-002,16,96.0
5348512,2026-01-07,S-BRU-01,P-ICE-005,9,45.0
5652512,2026-01-07,S-BRU-01,P-ICE-008,21,73.5
5013879,2026-01-07,S-MIL-01,P-ICE-001,23,115.0
5793722,2026-01-07,S-MIL-01,P-ICE-003,13,65.0
2351868,2026-01-07,S-MIL-01,P-ICE-005,12,60.0
3563646,2026-01-07,S-MIL-01,P-ICE-006,7,126.0
7838382,2026-01-07,S-MIL-01,P-ICE-008,20,70.0
2044645,2026-01-08,S-PAR-01,P-ICE-001,25,125.0
1327691,2026-01-08,S-PAR-01,P-ICE-002,19,114.0
1098919,2026-01-08,S-PAR-01,P-ICE-006,8,144.0
8030010,2026-01-08,S-BER-01,P-ICE-001,20,100.0
4700025,2026-01-08,S-BER-01,P-ICE-002,18,108.0
9147720,2026-01-08,S-BER-01,P-ICE-004,12,72.0
7783308,2026-01-08,S-BER-01,P-ICE-006,7,126.0
3141239,2026-01-08,S-BER-01,P-ICE-007,30,105.0
1454696,2026-01-08,S-AMS-01,P-ICE-003,16,80.0
8746014,2026-01-08,S-AMS-01,P-ICE-005,10,50.0
6492066,2026-01-08,S-AMS-01,P-ICE-007,22,77.0
7360682,2026-01-08,S-AMS-01,P-ICE-008,19,66.5
8072684,2026-01-08,S-BRU-01,P-ICE-001,20,100.0
1325197,2026-01-08,S-BRU-01,P-ICE-002,11,66.0
6871360,2026-01-08,S-BRU-01,P-ICE-004,9,54.0
1675419,2026-01-08,S-BRU-01,P-ICE-005,8,40.0
4344717,2026-01-08,S-BRU-01,P-ICE-008,22,77.0
5002120,2026-01-08,S-MIL-01,P-ICE-001,24,120.0
4656838,2026-01-08,S-MIL-01,P-ICE-003,17,85.0
7189034,2026-01-08,S-MIL-01,P-ICE-005,12,60.0
2921542,2026-01-08,S-MIL-01,P-ICE-006,8,144.0
6218367,2026-01-08,S-MIL-01,P-ICE-008,21,73.5
6233774,2026-01-09,S-PAR-01,P-ICE-001,20,100.0
7296605,2026-01-09,S-PAR-01,P-ICE-002,23,138.0
2275009,2026-01-09,S-PAR-01,P-ICE-003,19,95.0
5074336,2026-01-09,S-PAR-01,P-ICE-006,10,180.0
3030966,2026-01-09,S-PAR-01,P-ICE-007,35,122.5
1689025,2026-01-09,S-BER-01,P-ICE-001,22,110.0
7217147,2026-01-09,S-BER-01,P-ICE-002,16,96.0
1212267,2026-01-09,S-BER-01,P-ICE-004,14,84.0
2770648,2026-01-09,S-BER-01,P-ICE-006,8,144.0
8713146,2026-01-09,S-BER-01,P-ICE-007,25,87.5
9753457,2026-01-09,S-AMS-01,P-ICE-001,19,95.0
9111742,2026-01-09,S-AMS-01,P-ICE-005,12,60.0
5502929,2026-01-09,S-AMS-01,P-ICE-007,27,94.5
2453962,2026-01-09,S-AMS-01,P-ICE-008,18,63.0
8796514,2026-01-09,S-BRU-01,P-ICE-001,17,85.0
6643798,2026-01-09,S-BRU-01,P-ICE-002,14,84.0
4050766,2026-01-09,S-BRU-01,P-ICE-004,12,72.0
5334434,2026-01-09,S-BRU-01,P-ICE-005,9,45.0
5635017,2026-01-09,S-BRU-01,P-ICE-008,21,73.5
4205394,2026-01-09,S-MIL-01,P-ICE-001,23,115.0
9196976,2026-01-09,S-MIL-01,P-ICE-003,18,90.0
8987516,2026-01-09,S-MIL-01,P-ICE-005,12,60.0
1289293,2026-01-09,S-MIL-01,P-ICE-006,8,144.0
5081983,2026-01-09,S-MIL-01,P-ICE-008,22,77.0
8939993,2026-01-10,S-PAR-01,P-ICE-001,32,160.0
6549757,2026-01-10,S-PAR-01,P-ICE-002,23,138.0
6144280,2026-01-10,S-PAR-01,P-ICE-003,22,110.0
4231028,2026-01-10,S-PAR-01,P-ICE-006,9,162.0
4106298,2026-01-10,S-PAR-01,P-ICE-007,43,150.5
5638893,2026-01-10,S-BER-01,P-ICE-001,29,145.0
9801946,2026-01-10,S-BER-01,P-ICE-002,25,150.0
4256752,2026-01-10,S-BER-01,P-ICE-004,20,120.0
6071208,2026-01-10,S-BER-01,P-ICE-006,9,162.0
5602180,2026-01-10,S-BER-01,P-ICE-007,34,119.0
5901239,2026-01-10,S-AMS-01,P-ICE-001,20,100.0
9235577,2026-01-10,S-AMS-01,P-ICE-003,14,70.0
5770422,2026-01-10,S-AMS-01,P-ICE-005,11,55.0
4093109,2026-01-10,S-AMS-01,P-ICE-007,29,101.5
2914064,2026-01-10,S-BRU-01,P-ICE-001,25,125.0
2242892,2026-01-10,S-BRU-01,P-ICE-002,16,96.0
3545556,2026-01-10,S-BRU-01,P-ICE-004,15,90.0
6097514,2026-01-10,S-BRU-01,P-ICE-005,12,60.0
7982241,2026-01-10,S-BRU-01,P-ICE-008,21,73.5
4786401,2026-01-10,S-MIL-01,P-ICE-001,32,160.0
8427625,2026-01-10,S-MIL-01,P-ICE-003,20,100.0
8194570,2026-01-10,S-MIL-01,P-ICE-005,17,85.0
2664863,2026-01-10,S-MIL-01,P-ICE-006,11,198.0
2362099,2026-01-11,S-PAR-01,P-ICE-001,28,140.0
2259379,2026-01-11,S-PAR-01,P-ICE-002,21,126.0
8883823,2026-01-11,S-PAR-01,P-ICE-003,21,105.0
5743227,2026-01-11,S-PAR-01,P-ICE-006,10,180.0
4916201,2026-01-11,S-PAR-01,P-ICE-007,39,136.5
4318855,2026-01-11,S-BER-01,P-ICE-002,22,132.0
3499627,2026-01-11,S-BER-01,P-ICE-004,17,102.0
3783722,2026-01-11,S-BER-01,P-ICE-007,27,94.5
5842082,2026-01-11,S-AMS-01,P-ICE-001,25,125.0
6101803,2026-01-11,S-AMS-01,P-ICE-003,17,85.0
9396529,2026-01-11,S-AMS-01,P-ICE-005,16,80.0
1668752,2026-01-11,S-AMS-01,P-ICE-007,29,101.5
1433940,2026-01-11,S-BRU-01,P-ICE-001,23,115.0
1348050,2026-01-11,S-BRU-01,P-ICE-002,20,120.0
1674975,2026-01-11,S-BRU-01,P-ICE-005,11,55.0
9706768,2026-01-11,S-BRU-01,P-ICE-008,20,70.0
4044882,2026-01-11,S-MIL-01,P-ICE-001,34,170.0
2530793,2026-01-11,S-MIL-01,P-ICE-005,18,90.0
6386463,2026-01-11,S-MIL-01,P-ICE-006,10,180.0
6533187,2026-01-11,S-MIL-01,P-ICE-008,36,126.0
7718473,2026-01-12,S-PAR-01,P-ICE-001,25,125.0
8630712,2026-01-12,S-PAR-01,P-ICE-002,20,120.0
2944841,2026-01-12,S-PAR-01,P-ICE-003,16,80.0
1019311,2026-01-12,S-PAR-01,P-ICE-007,32,112.0
7933143,2026-01-12,S-BER-01,P-ICE-001,21,105.0
9363326,2026-01-12,S-BER-01,P-ICE-002,17,102.0
4415140,2026-01-12,S-BER-01,P-ICE-004,15,90.0
5832327,2026-01-12,S-BER-01,P-ICE-006,6,108.0
3037191,2026-01-12,S-BER-01,P-ICE-007,29,101.5
5014745,2026-01-12,S-AMS-01,P-ICE-001,20,100.0
1229419,2026-01-12,S-AMS-01,P-ICE-003,12,60.0
2903561,2026-01-12,S-AMS-01,P-ICE-005,9,45.0
3583206,2026-01-12,S-AMS-01,P-ICE-007,20,70.0
9537455,2026-01-12,S-AMS-01,P-ICE-008,22,77.0
9094999,2026-01-12,S-BRU-01,P-ICE-001,17,85.0
7435505,2026-01-12,S-BRU-01,P-ICE-004,11,66.0
3290229,2026-01-12,S-BRU-01,P-ICE-005,10,50.0
7961578,2026-01-12,S-MIL-01,P-ICE-001,26,130.0
5482413,2026-01-12,S-MIL-01,P-ICE-003,18,90.0
6008935,2026-01-12,S-MIL-01,P-ICE-005,12,60.0
9214801,2026-01-12,S-MIL-01,P-ICE-006,8,144.0
6577416,2026-01-13,S-PAR-01,P-ICE-001,25,125.0
8639414,2026-01-13,S-PAR-01,P-ICE-002,20,120.0
7891662,2026-01-13,S-BER-01,P-ICE-001,20,100.0
7395997,2026-01-13,S-BER-01,P-ICE-002,18,108.0
3551903,2026-01-13,S-BER-01,P-ICE-004,14,84.0
9427047,2026-01-13,S-BER-01,P-ICE-006,6,108.0
8387112,2026-01-13,S-AMS-01,P-ICE-001,16,80.0
1257489,2026-01-13,S-AMS-01,P-ICE-003,16,80.0
3589751,2026-01-13,S-AMS-01,P-ICE-005,10,50.0
5446344,2026-01-13,S-AMS-01,P-ICE-007,27,94.5
2347467,2026-01-13,S-AMS-01,P-ICE-008,22,77.0
9186400,2026-01-13,S-BRU-01,P-ICE-005,9,45.0
5821419,2026-01-13,S-MIL-01,P-ICE-001,19,95.0
2651601,2026-01-13,S-MIL-01,P-ICE-005,13,65.0
2686231,2026-01-13,S-MIL-01,P-ICE-006,9,162.0
1485654,2026-01-13,S-MIL-01,P-ICE-008,27,94.5
5921894,2026-01-14,S-PAR-01,P-ICE-001,28,140.0
5096953,2026-01-14,S-PAR-01,P-ICE-002,19,114.0
4020853,2026-01-14,S-PAR-01,P-ICE-003,18,90.0
7418028,2026-01-14,S-PAR-01,P-ICE-006,7,126.0
3401116,2026-01-14,S-PAR-01,P-ICE-007,28,98.0
8710313,2026-01-14,S-BER-01,P-ICE-001,22,110.0
8805654,2026-01-14,S-BER-01,P-ICE-002,13,78.0
8410995,2026-01-14,S-BER-01,P-ICE-006,6,108.0
5195951,2026-01-14,S-AMS-01,P-ICE-003,16,80.0
7454081,2026-01-14,S-AMS-01,P-ICE-005,10,50.0
7022335,2026-01-14,S-AMS-01,P-ICE-008,20,70.0
5953150,2026-01-14,S-BRU-01,P-ICE-001,21,105.0
7640518,2026-01-14,S-BRU-01,P-ICE-002,15,90.0
1822825,2026-01-14,S-BRU-01,P-ICE-004,11,66.0
5801541,2026-01-14,S-BRU-01,P-ICE-008,21,73.5
6910964,2026-01-14,S-MIL-01,P-ICE-001,21,105.0
5204819,2026-01-14,S-MIL-01,P-ICE-003,14,70.0
3294774,2026-01-14,S-MIL-01,P-ICE-005,14,70.0
1661401,2026-01-14,S-MIL-01,P-ICE-006,9,162.0
7121355,2026-01-14,S-MIL-01,P-ICE-008,24,84.0
5951131,2026-01-15,S-PAR-01,P-ICE-001,21,105.0
4368777,2026-01-15,S-PAR-01,P-ICE-002,19,114.0
7138070,2026-01-15,S-PAR-01,P-ICE-003,18,90.0
3760597,2026-01-15,S-PAR-01,P-ICE-006,10,180.0
9084065,2026-01-15,S-PAR-01,P-ICE-007,36,126.0
2932227,2026-01-15,S-BER-01,P-ICE-002,19,114.0
4785186,2026-01-15,S-BER-01,P-ICE-004,11,66.0
7136687,2026-01-15,S-BER-01,P-ICE-007,32,112.0
5436878,2026-01-15,S-AMS-01,P-ICE-001,18,90.0
5398338,2026-01-15,S-AMS-01,P-ICE-003,13,65.0
7232293,2026-01-15,S-AMS-01,P-ICE-005,12,60.0
1419843,2026-01-15,S-AMS-01,P-ICE-007,21,73.5
6503032,2026-01-15,S-AMS-01,P-ICE-008,24,84.0
8789116,2026-01-15,S-BRU-01,P-ICE-002,11,66.0
3345069,2026-01-15,S-BRU-01,P-ICE-005,9,45.0
9264869,2026-01-15,S-BRU-01,P-ICE-008,15,52.5
3276065,2026-01-15,S-MIL-01,P-ICE-001,21,105.0
8031780,2026-01-15,S-MIL-01,P-ICE-003,15,75.0
7960607,2026-01-15,S-MIL-01,P-ICE-005,14,70.0
7847048,2026-01-15,S-MIL-01,P-ICE-006,9,162.0
4645180,2026-01-16,S-PAR-01,P-ICE-001,27,135.0
7084862,2026-01-16,S-PAR-01,P-ICE-002,23,138.0
7017548,2026-01-16,S-PAR-01,P-ICE-003,19,95.0
3049499,2026-01-16,S-PAR-01,P-ICE-006,8,144.0
4558545,2026-01-16,S-BER-01,P-ICE-001,18,90.0
1358318,2026-01-16,S-BER-01,P-ICE-002,17,102.0
3112652,2026-01-16,S-BER-01,P-ICE-004,12,72.0
4475523,2026-01-16,S-BER-01,P-ICE-006,6,108.0
4909069,2026-01-16,S-BER-01,P-ICE-007,30,105.0
1047572,2026-01-16,S-AMS-01,P-ICE-001,16,80.0
3180906,2026-01-16,S-AMS-01,P-ICE-003,16,80.0
2844258,2026-01-16,S-AMS-01,P-ICE-005,12,60.0
1249314,2026-01-16,S-AMS-01,P-ICE-007,19,66.5
6431983,2026-01-16,S-AMS-01,P-ICE-008,23,80.5
3126655,2026-01-16,S-BRU-01,P-ICE-001,16,80.0
2066326,2026-01-16,S-BRU-01,P-ICE-002,14,84.0
9610704,2026-01-16,S-BRU-01,P-ICE-004,12,72.0
4716988,2026-01-16,S-BRU-01,P-ICE-005,9,45.0
9748499,2026-01-16,S-MIL-01,P-ICE-001,26,130.0
1522621,2026-01-16,S-MIL-01,P-ICE-003,17,85.0
7738019,2026-01-16,S-MIL-01,P-ICE-005,13,65.0
8441741,2026-01-16,S-MIL-01,P-ICE-006,7,126.0
3488628,2026-01-16,S-MIL-01,P-ICE-008,21,73.5
6455706,2026-01-17,S-PAR-01,P-ICE-001,29,145.0
5947563,2026-01-17,S-PAR-01,P-ICE-002,26,156.0
2663938,2026-01-17,S-PAR-01,P-ICE-003,23,115.0
4607488,2026-01-17,S-PAR-01,P-ICE-006,9,162.0
7942639,2026-01-17,S-PAR-01,P-ICE-007,46,161.0
7979148,2026-01-17,S-BER-01,P-ICE-001,26,130.0
6243275,2026-01-17,S-BER-01,P-ICE-002,19,114.0
3560856,2026-01-17,S-BER-01,P-ICE-004,16,96.0
2530497,2026-01-17,S-BER-01,P-ICE-006,9,162.0
2620082,2026-01-17,S-BER-01,P-ICE-007,28,98.0
3182975,2026-01-17,S-AMS-01,P-ICE-001,23,115.0
6530541,2026-01-17,S-AMS-01,P-ICE-003,18,90.0
8095702,2026-01-17,S-AMS-01,P-ICE-005,13,65.0
6242022,2026-01-17,S-AMS-01,P-ICE-008,31,108.5
4569164,2026-01-17,S-BRU-01,P-ICE-001,22,110.0
2815603,2026-01-17,S-BRU-01,P-ICE-002,17,102.0
2927455,2026-01-17,S-BRU-01,P-ICE-004,14,84.0
8199311,2026-01-17,S-BRU-01,P-ICE-005,13,65.0
1440466,2026-01-17,S-BRU-01,P-ICE-008,28,98.0
5487028,2026-01-17,S-MIL-01,P-ICE-001,31,155.0
6183902,2026-01-17,S-MIL-01,P-ICE-003,19,95.0
3403361,2026-01-17,S-MIL-01,P-ICE-006,9,162.0
3380261,2026-01-17,S-MIL-01,P-ICE-008,30,105.0
2539438,2026-01-18,S-PAR-01,P-ICE-001,38,190.0
8043620,2026-01-18,S-PAR-01,P-ICE-002,22,132.0
6228407,2026-01-18,S-PAR-01,P-ICE-003,19,95.0
2425342,2026-01-18,S-PAR-01,P-ICE-006,12,216.0
1834876,2026-01-18,S-BER-01,P-ICE-001,29,145.0
8113787,2026-01-18,S-BER-01,P-ICE-002,19,114.0
5582979,2026-01-18,S-BER-01,P-ICE-004,17,102.0
6791039,2026-01-18,S-BER-01,P-ICE-006,9,162.0
9164342,2026-01-18,S-BER-01,P-ICE-007,30,105.0
4699685,2026-01-18,S-AMS-01,P-ICE-001,22,110.0
1128967,2026-01-18,S-AMS-01,P-ICE-003,18,90.0
3302417,2026-01-18,S-AMS-01,P-ICE-005,16,80.0
3013003,2026-01-18,S-AMS-01,P-ICE-007,28,98.0
3947669,2026-01-18,S-AMS-01,P-ICE-008,28,98.0
4860617,2026-01-18,S-BRU-01,P-ICE-001,22,110.0
6941939,2026-01-18,S-BRU-01,P-ICE-002,19,114.0
1709714,2026-01-18,S-BRU-01,P-ICE-004,16,96.0
2306317,2026-01-18,S-BRU-01,P-ICE-005,12,60.0
8007741,2026-01-18,S-MIL-01,P-ICE-001,30,150.0
6448705,2026-01-18,S-MIL-01,P-ICE-003,20,100.0
8719145,2026-01-18,S-MIL-01,P-ICE-005,19,95.0
2478574,2026-01-18,S-MIL-01,P-ICE-006,12,216.0
8309439,2026-01-18,S-MIL-01,P-ICE-008,26,91.0
7639863,2026-01-19,S-PAR-01,P-ICE-001,25,125.0
3820798,2026-01-19,S-PAR-01,P-ICE-003,16,80.0
9902071,2026-01-19,S-PAR-01,P-ICE-006,9,162.0
6861544,2026-01-19,S-PAR-01,P-ICE-007,37,129.5
3477824,2026-01-19,S-BER-01,P-ICE-001,25,125.0
4309671,2026-01-19,S-BER-01,P-ICE-002,14,84.0
2264218,2026-01-19,S-BER-01,P-ICE-004,11,66.0
9289908,2026-01-19,S-BER-01,P-ICE-006,8,144.0
8531380,2026-01-19,S-BER-01,P-ICE-007,27,94.5
6422534,2026-01-19,S-AMS-01,P-ICE-001,22,110.0
2145653,2026-01-19,S-AMS-01,P-ICE-005,9,45.0
5608259,2026-01-19,S-AMS-01,P-ICE-007,25,87.5
2244712,2026-01-19,S-AMS-01,P-ICE-008,19,66.5
1954456,2026-01-19,S-BRU-01,P-ICE-001,17,85.0
2514923,2026-01-19,S-BRU-01,P-ICE-002,12,72.0
8763013,2026-01-19,S-BRU-01,P-ICE-004,11,66.0
1688246,2026-01-19,S-BRU-01,P-ICE-005,11,55.0
4158134,2026-01-19,S-BRU-01,P-ICE-008,21,73.5
3531028,2026-01-19,S-MIL-01,P-ICE-001,23,115.0
6761929,2026-01-19,S-MIL-01,P-ICE-005,15,75.0
1656695,2026-01-19,S-MIL-01,P-ICE-008,26,91.0
8372274,2026-01-20,S-PAR-01,P-ICE-001,24,120.0
7105194,2026-01-20,S-PAR-01,P-ICE-002,21,126.0
7858012,2026-01-20,S-PAR-01,P-ICE-003,16,80.0
1878547,2026-01-20,S-PAR-01,P-ICE-006,9,162.0
2105817,2026-01-20,S-PAR-01,P-ICE-007,33,115.5
7485471,2026-01-20,S-BER-01,P-ICE-001,22,110.0
3522845,2026-01-20,S-BER-01,P-ICE-002,18,108.0
3372774,2026-01-20,S-BER-01,P-ICE-004,14,84.0
7575963,2026-01-20,S-BER-01,P-ICE-007,28,98.0
2421349,2026-01-20,S-AMS-01,P-ICE-001,21,105.0
6510922,2026-01-20,S-AMS-01,P-ICE-003,13,65.0
9831414,2026-01-20,S-AMS-01,P-ICE-005,12,60.0
9531021,2026-01-20,S-AMS-01,P-ICE-007,26,91.0
4024309,2026-01-20,S-AMS-01,P-ICE-008,19,66.5
4221313,2026-01-20,S-BRU-01,P-ICE-002,15,90.0
2294615,2026-01-20,S-BRU-01,P-ICE-004,9,54.0
9517619,2026-01-20,S-BRU-01,P-ICE-005,11,55.0
9833734,2026-01-20,S-BRU-01,P-ICE-008,21,73.5
3198638,2026-01-20,S-MIL-01,P-ICE-001,22,110.0
4034091,2026-01-20,S-MIL-01,P-ICE-003,14,70.0
