timestamp,storeId,freezerId,temperatureC,humidityPct,doorOpen
2026-01-25T18:00:00Z,S-PAR-01,F-PAR-01,-20.4,44.8,0
2026-01-26T00:00:00Z,S-PAR-01,F-PAR-01,-20.2,43.0,0
2026-01-26T06:00:00Z,S-PAR-01,F-PAR-01,-20.0,39.4,0
2026-01-26T12:00:00Z,S-PAR-01,F-PAR-01,-20.8,50.3,0
2026-01-26T18:00:00Z,S-PAR-01,F-PAR-01,-20.4,51.6,0
2026-01-27T00:00:00Z,S-PAR-01,F-PAR-01,-19.7,39.6,0
2026-01-27T06:00:00Z,S-PAR-01,F-PAR-01,-20.1,42.5,0
2026-01-27T12:00:00Z,S-PAR-01,F-PAR-01,-20.8,47.8,0
2026-01-27T18:00:00Z,S-PAR-01,F-PAR-01,-19.5,44.8,0
2026-01-28T00:00:00Z,S-PAR-01,F-PAR-01,-20.0,43.8,0
2026-01-28T06:00:00Z,S-PAR-01,F-PAR-01,-20.5,42.1,0
2026-01-28T12:00:00Z,S-PAR-01,F-PAR-01,-20.0,50.5,0
2026-01-28T18:00:00Z,S-PAR-01,F-PAR-01,-20.9,48.8,0
2026-01-29T00:00:00Z,S-PAR-01,F-PAR-01,-20.4,43.5,0
2026-01-29T06:00:00Z,S-PAR-01,F-PAR-01,-20.1,43.6,0
2026-01-29T12:00:00Z,S-PAR-01,F-PAR-01,-19.2,41.8,0
2026-01-29T18:00:00Z,S-PAR-01,F-PAR-01,-20.3,49.5,0
2026-01-30T00:00:00Z,S-PAR-01,F-PAR-01,-20.2,46.0,0
2026-01-30T06:00:00Z,S-PAR-01,F-PAR-01,-20.7,40.9,0
2026-01-30T12:00:00Z,S-PAR-01,F-PAR-01,-19.7,51.3,0
2026-01-30T18:00:00Z,S-PAR-01,F-PAR-01,-20.3,46.5,1
2026-01-31T00:00:00Z,S-PAR-01,F-PAR-01,-19.6,49.2,0
2026-01-31T06:00:00Z,S-PAR-01,F-PAR-01,-20.8,47.9,0
2026-01-31T12:00:00Z,S-PAR-01,F-PAR-01,-19.2,48.7,0
2026-01-31T18:00:00Z,S-PAR-01,F-PAR-01,-19.7,45.3,0
2026-02-01T00:00:00Z,S-PAR-01,F-PAR-01,-20.6,40.2,0
2026-02-01T06:00:00Z,S-PAR-01,F-PAR-01,-19.9,50.0,0
2026-02-01T12:00:00Z,S-PAR-01,F-PAR-01,-20.5,49.2,0
2026-02-01T18:00:00Z,S-PAR-01,F-PAR-01,-20.3,41.0,0
2026-02-02T00:00:00Z,S-PAR-01,F-PAR-01,-19.1,38.5,0
2026-02-02T06:00:00Z,S-PAR-01,F-PAR-01,-21.0,51.2,0
2026-02-02T12:00:00Z,S-PAR-01,F-PAR-01,-20.8,43.6,0
2026-02-02T18:00:00Z,S-PAR-01,F-PAR-01,-20.7,42.2,0
2026-02-03T00:00:00Z,S-PAR-01,F-PAR-01,-19.5,41.5,0
2026-02-03T06:00:00Z,S-PAR-01,F-PAR-01,-20.5,39.7,0
2026-02-03T12:00:00Z,S-PAR-01,F-PAR-01,-19.4,47.2,0
2026-02-03T18:00:00Z,S-PAR-01,F-PAR-01,-19.5,41.8,1
2026-02-04T00:00:00Z,S-PAR-01,F-PAR-01,-20.9,48.1,0
2026-02-04T06:00:00Z,S-PAR-01,F-PAR-01,-19.5,43.8,0
2026-02-04T12:00:00Z,S-PAR-01,F-PAR-01,-21.0,49.6,0
2026-02-04T18:00:00Z,S-PAR-01,F-PAR-01,-20.7,48.3,0
2026-02-05T00:00:00Z,S-PAR-01,F-PAR-01,-20.6,46.5,0
2026-02-05T06:00:00Z,S-PAR-01,F-PAR-01,-20.4,42.5,0
2026-02-05T12:00:00Z,S-PAR-01,F-PAR-01,-20.0,38.3,0
2026-02-05T18:00:00Z,S-PAR-01,F-PAR-01,-20.6,41.7,0
2026-02-06T00:00:00Z,S-PAR-01,F-PAR-01,-20.1,42.1,0
2026-02-06T06:00:00Z,S-PAR-01,F-PAR-01,-20.8,51.5,0
2026-02-06T12:00:00Z,S-PAR-01,F-PAR-01,-19.9,44.8,0
2026-02-06T18:00:00Z,S-PAR-01,F-PAR-01,-19.9,41.4,1
2026-02-07T00:00:00Z,S-PAR-01,F-PAR-01,-20.0,43.5,0
2026-02-07T06:00:00Z,S-PAR-01,F-PAR-01,-20.3,45.7,0
2026-02-07T12:00:00Z,S-PAR-01,F-PAR-01,-20.8,41.1,0
2026-02-07T18:00:00Z,S-PAR-01,F-PAR-01,-20.2,41.2,0
2026-02-08T00:00:00Z,S-PAR-01,F-PAR-01,-19.9,47.0,0
2026-02-08T06:00:00Z,S-PAR-01,F-PAR-01,-20.3,49.3,0
2026-02-08T12:00:00Z,S-PAR-01,F-PAR-01,-19.0,39.3,0
2026-02-08T18:00:00Z,S-PAR-01,F-PAR-01,-19.3,44.9,0
2026-02-09T00:00:00Z,S-PAR-01,F-PAR-01,-20.7,46.6,0
2026-02-09T06:00:00Z,S-PAR-01,F-PAR-01,-20.1,48.1,0
2026-02-09T12:00:00Z,S-PAR-01,F-PAR-01,-19.9,41.3,0
2026-02-09T18:00:00Z,S-PAR-01,F-PAR-01,-20.5,42.4,0
2026-02-10T00:00:00Z,S-PAR-01,F-PAR-01,-20.7,42.5,0
2026-02-10T06:00:00Z,S-PAR-01,F-PAR-01,-19.9,43.7,0
2026-02-10T12:00:00Z,S-PAR-01,F-PAR-01,-21.0,47.7,0
2026-02-10T18:00:00Z,S-PAR-01,F-PAR-01,-19.4,45.6,0
2026-02-11T00:00:00Z,S-PAR-01,F-PAR-01,-19.7,42.5,0
2026-02-11T06:00:00Z,S-PAR-01,F-PAR-01,-19.6,45.2,0
2026-02-11T12:00:00Z,S-PAR-01,F-PAR-01,-19.3,51.9,1
2026-02-11T18:00:00Z,S-PAR-01,F-PAR-01,-20.8,47.8,0
2026-02-12T00:00:00Z,S-PAR-01,F-PAR-01,-19.5,40.3,0
2026-02-12T06:00:00Z,S-PAR-01,F-PAR-01,-19.5,40.3,0
2026-02-12T12:00:00Z,S-PAR-01,F-PAR-01,-20.1,51.6,1
2026-02-12T18:00:00Z,S-PAR-01,F-PAR-01,-20.2,40.4,0
2026-02-13T00:00:00Z,S-PAR-01,F-PAR-01,-20.0,48.5,0
2026-02-13T06:00:00Z,S-PAR-01,F-PAR-01,-19.9,43.6,0
2026-02-13T12:00:00Z,S-PAR-01,F-PAR-01,-20.4,44.1,0
2026-02-13T18:00:00Z,S-PAR-01,F-PAR-01,-19.2,47.5,0
2026-02-14T00:00:00Z,S-PAR-01,F-PAR-01,-19.8,43.2,0
2026-02-14T06:00:00Z,S-PAR-01,F-PAR-01,-19.7,40.0,0
2026-02-14T12:00:00Z,S-PAR-01,F-PAR-01,-20.0,40.9,0
2026-02-14T18:00:00Z,S-PAR-01,F-PAR-01,-19.6,45.3,0
2026-02-15T00:00:00Z,S-PAR-01,F-PAR-01,-20.1,51.1,0
2026-02-15T06:00:00Z,S-PAR-01,F-PAR-01,-19.1,48.1,0
2026-02-15T12:00:00Z,S-PAR-01,F-PAR-01,-19.3,39.9,0
2026-02-15T18:00:00Z,S-PAR-01,F-PAR-01,-19.3,38.1,0
2026-02-16T00:00:00Z,S-PAR-01,F-PAR-01,-20.7,38.9,0
2026-02-16T06:00:00Z,S-PAR-01,F-PAR-01,-19.0,42.4,0
2026-02-16T12:00:00Z,S-PAR-01,F-PAR-01,-20.6,47.7,0
2026-02-16T18:00:00Z,S-PAR-01,F-PAR-01,-20.3,38.9,0
2026-02-17T00:00:00Z,S-PAR-01,F-PAR-01,-20.7,42.9,0
2026-02-17T06:00:00Z,S-PAR-01,F-PAR-01,-19.9,41.2,0
2026-02-17T12:00:00Z,S-PAR-01,F-PAR-01,-19.7,51.0,0
2026-02-17T18:00:00Z,S-PAR-01,F-PAR-01,-19.4,50.2,0
2026-02-18T00:00:00Z,S-PAR-01,F-PAR-01,-20.4,46.7,0
2026-02-18T06:00:00Z,S-PAR-01,F-PAR-01,-20.2,41.6,0
2026-02-18T12:00:00Z,S-PAR-01,F-PAR-01,-19.9,47.2,1
2026-02-18T18:00:00Z,S-PAR-01,F-PAR-01,-20.7,48.2,0
2026-02-19T00:00:00Z,S-PAR-01,F-PAR-01,-20.5,39.4,0
2026-02-19T06:00:00Z,S-PAR-01,F-PAR-01,-19.4,46.2,0
2026-02-19T12:00:00Z,S-PAR-01,F-PAR-01,-19.5,42.6,0
2026-02-19T18:00:00Z,S-PAR-01,F-PAR-01,-19.8,41.9,0
2026-02-20T00:00:00Z,S-PAR-01,F-PAR-01,-19.3,47.4,0
2026-02-20T06:00:00Z,S-PAR-01,F-PAR-01,-20.1,40.4,0
2026-02-20T12:00:00Z,S-PAR-01,F-PAR-01,-19.4,51.8,1
2026-02-20T18:00:00Z,S-PAR-01,F-PAR-01,-19.4,40.1,0
2026-02-21T00:00:00Z,S-PAR-01,F-PAR-01,-19.3,42.5,0
2026-02-21T06:00:00Z,S-PAR-01,F-PAR-01,-19.2,38.7,0
2026-02-21T12:00:00Z,S-PAR-01,F-PAR-01,-20.0,44.2,0
2026-02-21T18:00:00Z,S-PAR-01,F-PAR-01,-20.3,45.0,1
2026-02-22T00:00:00Z,S-PAR-01,F-PAR-01,-19.9,43.3,0
2026-02-22T06:00:00Z,S-PAR-01,F-PAR-01,-20.2,44.6,0
2026-02-22T12:00:00Z,S-PAR-01,F-PAR-01,-20.4,45.3,0
2026-02-22T18:00:00Z,S-PAR-01,F-PAR-01,-19.2,49.8,0
2026-02-23T00:00:00Z,S-PAR-01,F-PAR-01,-19.1,49.7,0
2026-02-23T06:00:00Z,S-PAR-01,F-PAR-01,-19.6,49.8,0
2026-02-23T12:00:00Z,S-PAR-01,F-PAR-01,-19.9,44.9,0
2026-02-23T18:00:00Z,S-PAR-01,F-PAR-01,-19.6,45.8,0
2026-02-24T00:00:00Z,S-PAR-01,F-PAR-01,-20.3,38.4,0
2026-02-24T06:00:00Z,S-PAR-01,F-PAR-01,-20.3,44.5,0
2026-02-24T12:00:00Z,S-PAR-01,F-PAR-01,-19.7,48.2,0
2026-02-24T18:00:00Z,S-PAR-01,F-PAR-01,-19.9,52.0,0
2026-02-25T00:00:00Z,S-PAR-01,F-PAR-01,-20.2,40.5,0
2026-02-25T06:00:00Z,S-PAR-01,F-PAR-01,-19.5,38.1,0
2026-02-25T12:00:00Z,S-PAR-01,F-PAR-01,-20.1,45.4,1
2026-02-25T18:00:00Z,S-PAR-01,F-PAR-01,-20.4,39.3,0
2026-02-26T00:00:00Z,S-PAR-01,F-PAR-01,-20.5,50.9,0
2026-02-26T06:00:00Z,S-PAR-01,F-PAR-01,-19.8,38.5,0
2026-02-26T12:00:00Z,S-PAR-01,F-PAR-01,-20.5,44.7,1
2026-02-26T18:00:00Z,S-PAR-01,F-PAR-01,-19.6,41.5,0
2026-02-27T00:00:00Z,S-PAR-01,F-PAR-01,-19.1,49.5,0
2026-02-27T06:00:00Z,S-PAR-01,F-PAR-01,-19.3,51.0,0
2026-02-27T12:00:00Z,S-PAR-01,F-PAR-01,-19.0,46.9,0
2026-02-27T18:00:00Z,S-PAR-01,F-PAR-01,-20.1,50.2,0
2026-02-28T00:00:00Z,S-PAR-01,F-PAR-01,-19.4,38.5,0
2026-02-28T06:00:00Z,S-PAR-01,F-PAR-01,-20.9,50.5,0
2026-02-28T12:00:00Z,S-PAR-01,F-PAR-01,-20.7,48.3,0
2026-02-28T18:00:00Z,S-PAR-01,F-PAR-01,-20.7,43.9,0
2026-03-01T00:00:00Z,S-PAR-01,F-PAR-01,-20.9,46.9,0
2026-03-01T06:00:00Z,S-PAR-01,F-PAR-01,-20.9,39.4,0
2026-03-01T12:00:00Z,S-PAR-01,F-PAR-01,-19.9,51.8,0
2026-03-01T18:00:00Z,S-PAR-01,F-PAR-01,-19.8,38.2,0
2026-03-02T00:00:00Z,S-PAR-01,F-PAR-01,-19.3,42.4,0
2026-03-02T06:00:00Z,S-PAR-01,F-PAR-01,-19.6,50.7,0
2026-03-02T12:00:00Z,S-PAR-01,F-PAR-01,-19.8,51.2,0
2026-03-02T18:00:00Z,S-PAR-01,F-PAR-01,-19.1,43.6,0
2026-03-03T00:00:00Z,S-PAR-01,F-PAR-01,-19.7,38.9,0
2026-03-03T06:00:00Z,S-PAR-01,F-PAR-01,-19.3,45.0,0
2026-03-03T12:00:00Z,S-PAR-01,F-PAR-01,-19.5,39.2,0
2026-03-03T18:00:00Z,S-PAR-01,F-PAR-01,-20.4,40.8,0
2026-03-04T00:00:00Z,S-PAR-01,F-PAR-01,-20.7,48.5,0
2026-03-04T06:00:00Z,S-PAR-01,F-PAR-01,-19.3,38.0,0
2026-03-04T12:00:00Z,S-PAR-01,F-PAR-01,-20.5,42.9,0
2026-03-04T18:00:00Z,S-PAR-01,F-PAR-01,-19.9,47.7,0
2026-03-05T00:00:00Z,S-PAR-01,F-PAR-01,-20.1,39.6,0
2026-03-05T06:00:00Z,S-PAR-01,F-PAR-01,-20.8,48.2,0
2026-03-05T12:00:00Z,S-PAR-01,F-PAR-01,-20.6,46.3,0
2026-03-05T18:00:00Z,S-PAR-01,F-PAR-01,-19.5,49.0,0
2026-03-06T00:00:00Z,S-PAR-01,F-PAR-01,-20.3,39.1,0
2026-03-06T06:00:00Z,S-PAR-01,F-PAR-01,-19.6,41.5,0
2026-03-06T12:00:00Z,S-PAR-01,F-PAR-01,-19.3,47.0,0
2026-03-06T18:00:00Z,S-PAR-01,F-PAR-01,-20.6,48.6,0
2026-03-07T00:00:00Z,S-PAR-01,F-PAR-01,-20.9,47.9,0
2026-03-07T06:00:00Z,S-PAR-01,F-PAR-01,-20.6,40.0,0
2026-03-07T12:00:00Z,S-PAR-01,F-PAR-01,-20.4,41.2,0
2026-03-07T18:00:00Z,S-PAR-01,F-PAR-01,-19.2,40.5,0
2026-03-08T00:00:00Z,S-PAR-01,F-PAR-01,-19.6,41.7,0
2026-03-08T06:00:00Z,S-PAR-01,F-PAR-01,-20.0,46.1,0
2026-03-08T12:00:00Z,S-PAR-01,F-PAR-01,-20.3,47.0,0
2026-03-08T18:00:00Z,S-PAR-01,F-PAR-01,-19.7,49.6,1
2026-03-09T00:00:00Z,S-PAR-01,F-PAR-01,-19.3,43.4,0
2026-03-09T06:00:00Z,S-PAR-01,F-PAR-01,-19.9,40.9,0
2026-03-09T12:00:00Z,S-PAR-01,F-PAR-01,-19.6,42.9,0
2026-03-09T18:00:00Z,S-PAR-01,F-PAR-01,-19.4,40.9,0
2026-03-10T00:00:00Z,S-PAR-01,F-PAR-01,-20.0,49.6,0
2026-03-10T06:00:00Z,S-PAR-01,F-PAR-01,-19.4,39.3,0
2026-03-10T12:00:00Z,S-PAR-01,F-PAR-01,-19.5,41.6,0
2026-03-10T18:00:00Z,S-PAR-01,F-PAR-01,-20.9,39.6,0
2026-03-11T00:00:00Z,S-PAR-01,F-PAR-01,-20.6,40.0,0
2026-03-11T06:00:00Z,S-PAR-01,F-PAR-01,-19.8,43.2,0
2026-03-11T12:00:00Z,S-PAR-01,F-PAR-01,-20.2,46.2,1
2026-03-11T18:00:00Z,S-PAR-01,F-PAR-01,-19.6,46.8,0
2026-03-12T00:00:00Z,S-PAR-01,F-PAR-01,-21.0,43.9,0
2026-03-12T06:00:00Z,S-PAR-01,F-PAR-01,-20.3,47.1,0
2026-03-12T12:00:00Z,S-PAR-01,F-PAR-01,-20.8,50.8,0
2026-03-12T18:00:00Z,S-PAR-01,F-PAR-01,-20.1,40.6,1
2026-03-13T00:00:00Z,S-PAR-01,F-PAR-01,-19.4,44.4,0
2026-03-13T06:00:00Z,S-PAR-01,F-PAR-01,-19.8,44.1,0
2026-03-13T12:00:00Z,S-PAR-01,F-PAR-01,-20.2,49.7,0
2026-03-13T18:00:00Z,S-PAR-01,F-PAR-01,-20.3,42.7,0
2026-03-14T00:00:00Z,S-PAR-01,F-PAR-01,-20.4,51.6,0
2026-03-14T06:00:00Z,S-PAR-01,F-PAR-01,-19.2,48.7,0
2026-03-14T12:00:00Z,S-PAR-01,F-PAR-01,-19.2,45.1,0
2026-03-14T18:00:00Z,S-PAR-01,F-PAR-01,-19.5,51.4,0
2026-03-15T00:00:00Z,S-PAR-01,F-PAR-01,-20.9,45.2,0
2026-03-15T06:00:00Z,S-PAR-01,F-PAR-01,-19.2,50.4,0
2026-03-15T12:00:00Z,S-PAR-01,F-PAR-01,-19.1,51.2,0
2026-03-15T18:00:00Z,S-PAR-01,F-PAR-01,-19.1,48.5,0
2026-03-16T00:00:00Z,S-PAR-01,F-PAR-01,-20.3,51.4,0
2026-03-16T06:00:00Z,S-PAR-01,F-PAR-01,-19.1,42.3,0
2026-03-16T12:00:00Z,S-PAR-01,F-PAR-01,-19.5,49.2,0
2026-03-16T18:00:00Z,S-PAR-01,F-PAR-01,-20.7,38.0,0
2026-03-17T00:00:00Z,S-PAR-01,F-PAR-01,-19.2,42.2,0
2026-03-17T06:00:00Z,S-PAR-01,F-PAR-01,-20.8,41.3,0
2026-03-17T12:00:00Z,S-PAR-01,F-PAR-01,-20.6,39.3,0
2026-03-17T18:00:00Z,S-PAR-01,F-PAR-01,-19.6,49.8,0
2026-03-18T00:00:00Z,S-PAR-01,F-PAR-01,-20.0,42.8,0
2026-03-18T06:00:00Z,S-PAR-01,F-PAR-01,-20.1,47.6,0
2026-03-18T12:00:00Z,S-PAR-01,F-PAR-01,-19.6,50.8,0
2026-03-18T18:00:00Z,S-PAR-01,F-PAR-01,-19.3,47.9,0
2026-03-19T00:00:00Z,S-PAR-01,F-PAR-01,-20.8,39.8,0
2026-03-19T06:00:00Z,S-PAR-01,F-PAR-01,-19.5,39.9,0
2026-03-19T12:00:00Z,S-PAR-01,F-PAR-01,-19.5,50.6,0
2026-03-19T18:00:00Z,S-PAR-01,F-PAR-01,-19.5,43.9,0
2026-03-20T00:00:00Z,S-PAR-01,F-PAR-01,-20.9,44.8,0
2026-03-20T06:00:00Z,S-PAR-01,F-PAR-01,-19.5,46.2,0
2026-03-20T12:00:00Z,S-PAR-01,F-PAR-01,-20.6,46.5,0
2026-03-20T18:00:00Z,S-PAR-01,F-PAR-01,-20.3,42.8,0
2026-03-21T00:00:00Z,S-PAR-01,F-PAR-01,-19.8,48.5,0
2026-03-21T06:00:00Z,S-PAR-01,F-PAR-01,-19.2,47.0,0
2026-03-21T12:00:00Z,S-PAR-01,F-PAR-01,-20.7,40.6,0
2026-03-21T18:00:00Z,S-PAR-01,F-PAR-01,-20.1,42.8,0
2026-03-22T00:00:00Z,S-PAR-01,F-PAR-01,-20.1,42.0,0
2026-03-22T06:00:00Z,S-PAR-01,F-PAR-01,-20.2,49.5,0
2026-03-22T12:00:00Z,S-PAR-01,F-PAR-01,-20.9,51.4,0
2026-03-22T18:00:00Z,S-PAR-01,F-PAR-01,-20.7,47.6,0
2026-03-23T00:00:00Z,S-PAR-01,F-PAR-01,-20.1,39.2,0
2026-03-23T06:00:00Z,S-PAR-01,F-PAR-01,-19.6,39.4,0
2026-03-23T12:00:00Z,S-PAR-01,F-PAR-01,-19.3,49.2,1
2026-03-23T18:00:00Z,S-PAR-01,F-PAR-01,-20.4,46.0,0
2026-03-24T00:00:00Z,S-PAR-01,F-PAR-01,-20.1,44.8,0
2026-03-24T06:00:00Z,S-PAR-01,F-PAR-01,-19.1,43.6,0
2026-03-24T12:00:00Z,S-PAR-01,F-PAR-01,-19.5,42.2,0
